Facility ID,Facility Name,Address,City/Town,State_x,ZIP Code_x,County/Parish_x,Telephone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Start Date,End Date,Score_raw,op18b_missing,la_county_facility_match,County/Parish_y,Hospital Type,Hospital Ownership,ZIP Code_y,State_y,ZIP,median_income
050124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91208,LOS ANGELES,(818) 790-7100,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",243.0,375,,07/01/2024,06/30/2025,243,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91208,CA,91208,136892.0
050126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91405,LOS ANGELES,(818) 782-6600,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",234.0,337,,07/01/2024,06/30/2025,234,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,91405,CA,91405,62900.0
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,(626) 289-5454,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",134.0,409,,07/01/2024,06/30/2025,134,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,91776,CA,91776,82155.0
050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,(323) 462-2271,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",240.0,325,,07/01/2024,06/30/2025,240,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90028,CA,90028,61349.0
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 375-2000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91402,CA,91402,57369.0
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,(323) 783-4011,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,90027,CA,90027,94521.0
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,(562) 461-6007,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,90242,CA,90242,89075.0
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,(213) 748-2411,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",254.0,370,,07/01/2024,06/30/2025,254,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,90015,CA,90015,69268.0
050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,(818) 995-5000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",135.0,372,,07/01/2024,06/30/2025,135,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,91436,CA,91436,177981.0
050169,PIH HEALTH HOSPITAL-WHITTIER,12401 WASHINGTON BLVD,WHITTIER,CA,90602,LOS ANGELES,(562) 698-0811,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",230.0,180,3,07/01/2024,06/30/2025,230,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,90602,CA,90602,68505.0
050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,(562) 491-9000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",153.0,377,,07/01/2024,06/30/2025,153,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Church,90813,CA,90813,54526.0
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",140.0,380,,07/01/2024,06/30/2025,140,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,93552,CA,93552,85954.0
050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,(909) 865-9500,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",197.0,408,,07/01/2024,06/30/2025,197,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91767,CA,91767,79245.0
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,(818) 843-5111,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",213.0,373,,07/01/2024,06/30/2025,213,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Church,91505,CA,91505,109953.0
050238,USC ARCADIA HOSPITAL,300 W HUNTINGTON DR,ARCADIA,CA,91007,LOS ANGELES,(626) 898-8000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",258.0,372,,07/01/2024,06/30/2025,258,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91007,CA,91007,100705.0
050239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,LOS ANGELES,(818) 409-8202,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",182.0,376,,07/01/2024,06/30/2025,182,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91206,CA,91206,89188.0
050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,LOS ANGELES,(310) 825-6301,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",312.0,331,,07/01/2024,06/30/2025,312,False,True,LOS ANGELES,Acute Care Hospitals,Government - State,90095,CA,90095,
050278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,CA,91346,LOS ANGELES,(818) 365-8051,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",149.0,371,,07/01/2024,06/30/2025,149,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Church,91346,CA,,
050281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,(626) 570-1606,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",142.0,518,,07/01/2024,06/30/2025,142,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,91801,CA,91801,89156.0
050290,SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,(310) 829-5511,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",184.0,346,,07/01/2024,06/30/2025,184,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,90404,CA,90404,95139.0
050350,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,309 W BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,(323) 726-1222,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,90640,CA,90640,79625.0
050351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,(310) 325-9110,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",177.0,489,,07/01/2024,06/30/2025,177,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,90509,CA,,
050353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE,CA,90503,LOS ANGELES,(310) 540-7676,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",300.0,354,,07/01/2024,06/30/2025,300,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Church,90503,CA,90503,125912.0
050373,LOS ANGELES GENERAL MEDICAL CENTER,"2051 MARENGO ST, ROOM C2K100",LOS ANGELES,CA,90033,LOS ANGELES,(323) 226-2800,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",325.0,359,,07/01/2024,06/30/2025,325,False,True,LOS ANGELES,Acute Care Hospitals,Government - Local,90033,CA,90033,59652.0
050376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90509,LOS ANGELES,(310) 222-2345,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",299.0,334,,07/01/2024,06/30/2025,299,False,True,LOS ANGELES,Acute Care Hospitals,Government - Local,90509,CA,,
050378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,(818) 767-3310,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",216.0,311,,07/01/2024,06/30/2025,216,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,91352,CA,91352,78239.0
050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,(626) 814-2468,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",186.0,369,,07/01/2024,06/30/2025,186,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,91723,CA,91723,94167.0
050393,PIH HEALTH DOWNEY HOSPITAL,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,(562) 904-5000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",240.0,177,3,07/01/2024,06/30/2025,240,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,90241,CA,90241,88006.0
050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,(310) 325-5111,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,90710,CA,90710,82478.0
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",286.0,379,,07/01/2024,06/30/2025,286,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,91109,CA,,
050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,(310) 532-4200,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",132.0,331,,07/01/2024,06/30/2025,132,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90247,CA,90247,77333.0
050471,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,(213) 977-2121,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",230.0,215,3,07/01/2024,06/30/2025,230,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90017,CA,90017,52717.0
050481,UCLA WEST VALLEY MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,(818) 676-4000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",157.0,371,,07/01/2024,06/30/2025,157,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,91307,CA,91307,151190.0
050485,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-2000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",287.0,323,,07/01/2024,06/30/2025,287,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,90806,CA,90806,79208.0
050561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,(213) 857-2201,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,90034,CA,90034,105701.0
050581,UCI HEALTH-LAKEWOOD,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",218.0,340,,07/01/2024,06/30/2025,218,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90712,CA,90712,122435.0
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,(909) 599-6811,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",155.0,406,,07/01/2024,06/30/2025,155,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,91773,CA,91773,105338.0
050597,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,(626) 963-8411,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",163.0,378,,07/01/2024,06/30/2025,163,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91740,CA,91740,99083.0
050624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,(661) 253-8000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",172.0,1046,,07/01/2024,06/30/2025,172,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91355,CA,91355,115640.0
050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,(310) 423-5000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",369.0,383,,07/01/2024,06/30/2025,369,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,90048,CA,90048,103495.0
050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,(323) 268-5514,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",179.0,297,,07/01/2024,06/30/2025,179,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90023,CA,90023,59057.0
050663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,(323) 267-0477,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",149.0,310,,07/01/2024,06/30/2025,149,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90023,CA,90023,59057.0
050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,(818) 719-3800,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91367,CA,91367,108653.0
050696,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,LOS ANGELES,(323) 442-8656,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,90033,CA,90033,59652.0
050704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 904-3100,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",236.0,309,,07/01/2024,06/30/2025,236,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91402,CA,91402,57369.0
050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,(562) 401-7022,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Government - Local,90242,CA,90242,89075.0
050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,(626) 851-1011,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",,Not Available,5,07/01/2024,06/30/2025,Not Available,True,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Other,91706,CA,91706,81122.0
050735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,(562) 945-3561,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",100.0,402,,07/01/2024,06/30/2025,100,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,90605,CA,90605,99635.0
050736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,(626) 570-9000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",88.0,415,,07/01/2024,06/30/2025,88,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,91754,CA,91754,86331.0
050737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,(626) 573-2222,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",146.0,369,,07/01/2024,06/30/2025,146,False,True,LOS ANGELES,Acute Care Hospitals,Proprietary,91754,CA,91754,86331.0
050738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,(626) 350-7975,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",78.0,363,,07/01/2024,06/30/2025,78,False,True,LOS ANGELES,Acute Care Hospitals,Voluntary non-profit - Private,91733,CA,91733,68278.0
